					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Είμαστε ο Παγκύπριος Σύνδεσμος Καρκινοπαθών και Φίλων (ΠΑΣΥΚΑΦ), ένας εθελοντικός, μη κερδοσκοπικός, <L1>φιλανθρωπικός</L1> Οργανισμός με αριθμό εγγραφής 525.	We are the Cyprus Association of Cancer Patients and Friends (PASYKAF), a voluntary, non-profit, charitable organization with registration number 525.				
Είμαστε ο Παγκύπριος Σύνδεσμος Καρκινοπαθών και Φίλων (ΠΑΣΥΚΑΦ), ένας εθελοντικός, μη κερδοσκοπικός, <N1></N1> Οργανισμός με αριθμό εγγραφής 525.	We are the Cyprus Association of Cancer Patients and Friends (PASYKAF), a voluntary, non-profit, charitable organization with registration number 525.				
FALSE					
					
Μία από τις πιο γνωστές πολίτικες συνταγές της Σμύρνης και της Κωνσταντινούπολης, τα ντολμαδάκια <L1>γιαλαντζί</L1> με μπεσαμέλ αποτελούν ένα από τα πιο πολλά υποσχόμενα ορεκτικά ή και κυρίως πιάτα σε ένα πλούσιο τραπέζι, είτε για καλεσμένους είτε -γιατί όχι- για καθημερινό!	They are one of the most famous recipes of Smyrna and Constantinople. The gialantzi dolmades (meat-free stuffed vine leaves) with béchamel sauce is one of the most promising appetizers or main dishes on a rich Greek table!				
Μία από τις πιο γνωστές πολίτικες συνταγές της Σμύρνης και της Κωνσταντινούπολης, τα ντολμαδάκια <N1></N1> με μπεσαμέλ αποτελούν ένα από τα πιο πολλά υποσχόμενα ορεκτικά ή και κυρίως πιάτα σε ένα πλούσιο τραπέζι, είτε για καλεσμένους είτε -γιατί όχι- για καθημερινό!	They are one of the most famous recipes of Smyrna and Constantinople. The gialantzi dolmades (meat-free stuffed vine leaves) with béchamel sauce is one of the most promising appetizers or main dishes on a rich Greek table!				
FALSE					
					
Το τελευταίο <L1>αντίο</L1> θα πουν σήμερα όσοι αγάπησαν τον Παντελή Παντελίδη.	The last goodbye will say today everyone who loved Pantelis Pantelidis.	αντίο αποχαιρετισμός γειά σου | αντίο γειά σου			
Τον τελευταίο <N1>αποχαιρετισμό</N1> θα πουν σήμερα όσοι αγάπησαν τον Παντελή Παντελίδη.	The last goodbye will say today everyone who loved Pantelis Pantelidis.				
TRUE					
					
Ένα υπέροχο μεταξωτό <L1>φουλάρι</L1> διακοσμημένο με Εύζωνες σε βηματισμό.	An exquisite square silk scarf decorated with marching Evzones.				
Ένα υπέροχο μεταξωτό <N1></N1> διακοσμημένο με Εύζωνες σε βηματισμό.	An exquisite square silk scarf decorated with marching Evzones.				
FALSE					
					
Η καινούρια σοδειά, 2014, κυκλοφορεί με νέα ετικέτα που απεικονίζει μία αρχοντική <L1>πολυθρόνα</L1> συμβολίζοντας... ΤΑ ΝΕΑ ΜΑΣ	The new vintage, 2014, is marketed with a new label representing a stately armchair, thus symbolizing... OUR NEWS				
Η καινούρια σοδειά, 2014, κυκλοφορεί με νέα ετικέτα που απεικονίζει μία αρχοντική <N1></N1> συμβολίζοντας... ΤΑ ΝΕΑ ΜΑΣ	The new vintage, 2014, is marketed with a new label representing a stately armchair, thus symbolizing... OUR NEWS				
FALSE					
					
Τέλος ο κ Χρήστος Πράπας <L1>λέκτορας</L1> εφαρμογών από το Πανεπιστήμιο Δυτικής Αττικής αναφέρθηκε στην σημασία της στήριξης των φροντιστών ως ζήτημα δημόσιας και κοινοτικής υγείας.	Finally, Mr Christos Prapas, Lecturer in Applications from the University of West Attica spoke on the importance of carers' support as a public and community health issue. Search Events				
Τέλος ο κ Χρήστος Πράπας <N1></N1> εφαρμογών από το Πανεπιστήμιο Δυτικής Αττικής αναφέρθηκε στην σημασία της στήριξης των φροντιστών ως ζήτημα δημόσιας και κοινοτικής υγείας.	Finally, Mr Christos Prapas, Lecturer in Applications from the University of West Attica spoke on the importance of carers' support as a public and community health issue. Search Events				
FALSE					
					
Οι κόκκοι καθαρίζονται και αποθηκεύονται σε <L1>σιλό</L1> ανά ποικιλία.	All granules are cleaned and stored in silos according to variety.				
Οι κόκκοι καθαρίζονται και αποθηκεύονται σε <N1></N1> ανά ποικιλία.	All granules are cleaned and stored in silos according to variety.				
FALSE					
					
Με την <L1>χαλκογραφία</L1> και την οξυγραφία ασχολήθηκαν και οι τρεις μεγάλοι της κερκυραϊκής χαρακτικής, ο Μάρκος Ζαβιτζιάνος, ο Λυκούργος Κογεβίνας και ο Νικόλαος Βεντούρας.	Markos Zavitsianos, Lykourgos Koyevinas and Nikolaos Vedouras are three great artists of Corfiot etchings who involved themselves with mezzotint and aquatint.				
Με την <N1></N1> και την οξυγραφία ασχολήθηκαν και οι τρεις μεγάλοι της κερκυραϊκής χαρακτικής, ο Μάρκος Ζαβιτζιάνος, ο Λυκούργος Κογεβίνας και ο Νικόλαος Βεντούρας.	Markos Zavitsianos, Lykourgos Koyevinas and Nikolaos Vedouras are three great artists of Corfiot etchings who involved themselves with mezzotint and aquatint.				
FALSE					
					
Ψήνουμε την <L1>κρούστα</L1> για 10 λεπτά ή μέχρι να ροδίσει ελαφρώς.	Now juice and zest a lemon and blend for 10 more seconds.				
Ψήνουμε την <N1></N1> για 10 λεπτά ή μέχρι να ροδίσει ελαφρώς.	Now juice and zest a lemon and blend for 10 more seconds.				
FALSE					
					
Πλέοντας προς τη δυτική πλευρά του νησιού, θα έχουμε την ευκαιρία να επισκεφθούμε μερικές από τις πιο εντυπωσιακές παραλίες στον κόσμο όπως το <L1>πόρτο</L1> Κατσίκι και το Κάθισμα.	Sailing down the island's western side allows you to visit some of the world's most impressive beaches such as Porto Katsiki and Kathisma.				
Πλέοντας προς τη δυτική πλευρά του νησιού, θα έχουμε την ευκαιρία να επισκεφθούμε μερικές από τις πιο εντυπωσιακές παραλίες στον κόσμο όπως το <N1></N1> Κατσίκι και το Κάθισμα.	Sailing down the island's western side allows you to visit some of the world's most impressive beaches such as Porto Katsiki and Kathisma.				
FALSE					
					
Σύστημα φιλτραρίσματος: αντλία νερού, προσαρτημένη δεξαμενή, φίλτρο, <L1>μανόμετρο</L1> Πώς λειτουργεί το σύστημα φιλτραρίσματος; Λάδι και επιπλέουσα βρωμιά που απομακρύνεται από το αντικείμενο, επιπλέει πάνω από την επιφάνεια του νερού, ξεχειλίζει μέσω του κυκλοφοριακού συστήματος, φθάνει στη δεξαμενή, προσαρτάται το λάδι του ρεζερβουάρ και η επιπλέουσα βρωμιά σε ένα διαμέρισμα δεξαμενής, και η κυκλοφορητική αντλία παίρνει καθαρότερο νερό από το κάτω μέρος του δεύτερου διαμερίσματος το πρώτο διαμέρισμα και το δεύτερο διαμέρισμα, υπάρχουν δύο μπλοκ και ένα κενό, το οποίο καθαρότερο νερό μπορεί να περάσει από αυτό, το πετρέλαιο και οι επιπλέουσες βρωμιές είναι μπλοκ στο πρώτο διαμέρισμα, το οποίο είναι το πρώτο στάδιο για την απομάκρυνση του πετρελαίου. όταν το νερό έρθει στο φίλτρο, το φίλτρο παρατηρεί πολύ λίγο λάδι που δεν μπορεί να πιαστεί στη δεξαμενή, αυτό είναι το δεύτερο στάδιο για να αφαιρέσετε το λάδι. ο χρήστης μπορεί να δει τον μετρητή πίεσης για να πει εάν το μπλοκ φίλτρου με λάδι και πλωτή ακαθαρσία.	Filtration system: water pump, attached tank, filter, pressure gauge How filtration system work? Oil and floating dirt that get off from object, floating over watersurface, overflow through circulating system, arrived attached tank, attached tank catch oil and floating dirt in one compartment of attach tank, and circulating pump get cleaner water from bottom of second compartment, during first compartment and second compartment, there are two block and a gap, which cleaner water can get through it, oil and floating dirt are block in first compartment, which is first stage to remove oil.				
