					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Οι απαγωγείς θα αφαιρέσουν τηλέφωνα ή άλλες συσκευές (το εμφυτεύσιμο <L1>τσιπ</L1> εντοπισμού είναι, μέχρι στιγμής, κάτι που υπάρχει σε κατασκοπικές ταινίες μόνο).	Savvy kidnappers will dispose of phones or other devices (implantable tracking chips are, so far, the stuff of spy movies only).	μικροκύκλωμα τσιπ			
Οι απαγωγείς θα αφαιρέσουν τηλέφωνα ή άλλες συσκευές (το εμφυτεύσιμο <N1>μικροκύκλωμα</N1> εντοπισμού είναι, μέχρι στιγμής, κάτι που υπάρχει σε κατασκοπικές ταινίες μόνο).	Savvy kidnappers will dispose of phones or other devices (implantable tracking chips are, so far, the stuff of spy movies only).				
TRUE					
					
Φέτος, το <L1>φεστιβάλ</L1> θα διαρκέσει 5 μέρες και θα είναι χωρισμένο σε 2 μέρη.	This year the festival will last for 5 days and will be divided into 2 parts.	γιορτή φεστιβάλ πανηγύρι			
Φέτος, το <N1>πανηγύρι</N1> θα διαρκέσει 5 μέρες και θα είναι χωρισμένο σε 2 μέρη.	This year the festival will last for 5 days and will be divided into 2 parts.				
TRUE					
					
Ως αποτέλεσμα, ένας <L1>ψυχίατρος</L1> στο νοσοκομείο διαπίστωσε κατάθλιψη και μανιακό σύνδρομο σε πρώιμο στάδιο με την ίδια τη σύζυγό του.Φυσικά, το αποκάλεσε πιο έξυπνα λόγια, αλλά το θέμα είναι ότι το πρόβλημα δεν ήταν στο παιδί, αλλά στην ίδια τη σύζυγο.	As a result, a psychiatrist in the hospital found depression and manic syndrome at an early stage with his wife herself. Of course, he called it smarter words, but the point is that the problem was not with the child, but with the wife herself.				
Ως αποτέλεσμα, ένας <N1></N1> στο νοσοκομείο διαπίστωσε κατάθλιψη και μανιακό σύνδρομο σε πρώιμο στάδιο με την ίδια τη σύζυγό του.Φυσικά, το αποκάλεσε πιο έξυπνα λόγια, αλλά το θέμα είναι ότι το πρόβλημα δεν ήταν στο παιδί, αλλά στην ίδια τη σύζυγο.	As a result, a psychiatrist in the hospital found depression and manic syndrome at an early stage with his wife herself. Of course, he called it smarter words, but the point is that the problem was not with the child, but with the wife herself.				
FALSE					
					
Πώς να δημιουργήσετε ένα βίντεο αργής κίνησης στην <L1>πρεμιέρα</L1>	How to Make Part of a Video in Slow Motion				
Πώς να δημιουργήσετε ένα βίντεο αργής κίνησης στην <N1></N1>	How to Make Part of a Video in Slow Motion				
FALSE					
					
Η <L1>γλυκόζη</L1> αποτελεί την κύρια πηγή ενέργειας των κυττάρων και προέρχεται από την πέψη των υδατανθράκων.	Glucose comprises the main energy source of human cells and is derived from carbohydrates catabolism.				
Η <N1></N1> αποτελεί την κύρια πηγή ενέργειας των κυττάρων και προέρχεται από την πέψη των υδατανθράκων.	Glucose comprises the main energy source of human cells and is derived from carbohydrates catabolism.				
FALSE					
					
Η γυάλινη <L1>πυραμίδα</L1> του Λούβρου κατά τον Μπράουν είναι ένα παράδοξο κατασκεύασμα από 666 υαλοπίνακες [ο αριθμός του σατανά κατά τους συνωμοσιολόγους] που παράγγειλε ο Φρανσουά Μιτεράν, ο οποίος, κατά το συγγραφέα, εκινείτο σε μυστικιστικούς κύκλους.	According to Dan Brown, the glass pyramid of the Louvre Museum is an unusual building, consisting of 666 glass panes (the number of the beast, according to conspiracy theorists), that was commissioned by Francois Mitterand who –according to the author– moved in occult circles.				
Η γυάλινη <N1></N1> του Λούβρου κατά τον Μπράουν είναι ένα παράδοξο κατασκεύασμα από 666 υαλοπίνακες [ο αριθμός του σατανά κατά τους συνωμοσιολόγους] που παράγγειλε ο Φρανσουά Μιτεράν, ο οποίος, κατά το συγγραφέα, εκινείτο σε μυστικιστικούς κύκλους.	According to Dan Brown, the glass pyramid of the Louvre Museum is an unusual building, consisting of 666 glass panes (the number of the beast, according to conspiracy theorists), that was commissioned by Francois Mitterand who –according to the author– moved in occult circles.				
FALSE					
					
Η μοναδική στο είδος της εκπαιδευτική ενέργεια φιλοξενεί υπό την <L1>ομπρέλα</L1> της πανεπιστήμια, ινστιτούτα, μουσεία, πολιτιστικά και εκπαιδευτικά ιδρύματα, αλλά και γνωστές μη κυβερνητικές οργανώσεις με απίθανες βιωματικές και καινοτόμες δράσεις.	A unique in its genre educational initiative has been hosting under its umbrella universities, institutes, museums, cultural and educational foundations, non-profit bodies, NGOs, bringing forward experiential and innovative activities for children and families.	ομπρέλα προστασία αιγίδα εποπτεία			
Η μοναδική στο είδος της εκπαιδευτική ενέργεια φιλοξενεί υπό την <N1>αιγίδα</N1> της πανεπιστήμια, ινστιτούτα, μουσεία, πολιτιστικά και εκπαιδευτικά ιδρύματα, αλλά και γνωστές μη κυβερνητικές οργανώσεις με απίθανες βιωματικές και καινοτόμες δράσεις.	A unique in its genre educational initiative has been hosting under its umbrella universities, institutes, museums, cultural and educational foundations, non-profit bodies, NGOs, bringing forward experiential and innovative activities for children and families.				
TRUE					
					
Για να τις χρησιμοποιήσετε: Για στενά τουφάκια, περάστε την λαβίδα ανάμεσα σε μερικές βλεφαρίδες (περίπου μισό χιλιοστό) και σηκώστε τις από την <L1>τρέσα</L1> λίγο πιο πάνω από αυτήν.	To use – For narrow fans simply slide your tweezers into a small portion (about half a millimeter) of lashes and pick them up off the strip just above the tape strip.	λωρίδα σειρά τρέσα			
